,NN,NNS,JJ,VB,VBD,VBG,VBN,VBP,VBZ,total-frequency,is_excluded,wikipedia2-frequency,aonewsela-frequency,wikipedia1-frequency,aochildes-frequency,wikipedia3-frequency
absolute,2,0,1638,7,0,0,0,0,0,1674,False,532,38,530,2,572
clinton,0,0,0,0,0,0,0,0,0,1674,False,336,698,310,6,324
sufficient,1,0,1672,0,0,0,0,0,0,1673,False,527,91,538,1,516
1942,0,0,0,0,0,0,0,0,0,1673,True,526,78,554,0,515
infantry,1120,0,6,1,0,0,0,1,0,1672,False,508,35,581,0,548
bound,74,0,15,0,57,0,1465,0,0,1671,False,559,129,501,7,475
heads,0,1437,0,0,0,0,0,0,228,1671,False,372,457,359,90,393
axis,451,520,279,1,0,1,0,1,0,1670,False,590,11,547,0,522
desert,1469,0,4,28,0,0,0,2,0,1669,False,486,290,410,48,435
transferred,0,0,0,0,269,0,1400,0,0,1669,False,523,80,561,2,503
cream,1652,0,1,4,0,0,0,0,0,1668,False,144,134,159,1080,151
characterized,0,0,0,0,246,0,1422,0,0,1668,False,532,36,537,0,563
dress,1328,0,5,246,0,0,0,83,0,1667,False,242,274,259,664,228
window,1660,0,0,0,0,0,0,0,0,1666,False,235,224,259,684,264
angle,1588,0,7,12,0,0,0,7,0,1665,False,537,63,543,9,513
1949,0,0,0,0,0,0,0,0,0,1665,True,537,72,540,0,516
printed,0,0,10,0,139,0,1507,0,0,1665,False,497,233,436,4,495
percentage,1664,0,0,0,0,0,0,0,0,1664,False,461,249,446,0,508
worst,2,0,0,0,0,0,0,0,0,1664,False,322,635,316,25,366
plot,1601,0,0,41,0,0,0,10,0,1663,False,523,120,502,1,517
guess,117,0,1,426,0,0,0,1117,0,1663,False,50,174,36,1347,56
proposal,1659,0,0,0,0,0,0,0,0,1663,False,457,302,462,0,442
finland,329,0,3,17,0,0,0,0,0,1662,False,536,32,560,0,534
feed,429,0,0,917,0,0,0,312,0,1662,False,255,464,239,436,268
wet,27,0,1504,16,1,0,0,9,0,1661,False,217,201,201,832,210
racial,0,0,1661,0,0,0,0,0,0,1661,False,427,321,457,0,456
lakes,0,1366,6,0,0,0,0,0,19,1661,False,457,380,404,15,405
dimensional,2,0,1656,0,0,0,0,0,0,1660,False,519,68,494,1,578
leg,1636,0,0,0,0,0,0,0,0,1659,False,269,365,282,443,300
integrated,0,0,506,0,122,0,994,0,0,1657,False,563,42,533,0,519
factory,1614,0,1,0,0,0,0,0,0,1656,False,403,426,385,40,402
anniversary,1640,0,3,0,0,0,0,0,0,1656,False,472,221,507,4,452
flowers,0,1653,0,0,0,0,0,0,0,1655,False,220,247,220,732,236
dependent,5,0,1645,0,0,0,0,0,0,1654,False,521,47,578,0,508
reduction,1638,0,0,0,0,0,0,0,0,1653,False,513,98,563,0,479
alex,34,0,0,2,0,0,0,0,0,1653,False,123,152,142,1117,119
clubs,0,1611,0,0,0,0,0,0,3,1653,False,532,165,452,12,492
fashion,1553,0,5,14,0,0,0,0,0,1651,False,477,192,478,12,492
storm,1608,0,0,30,0,0,0,5,0,1650,False,289,716,276,82,287
divisions,0,1648,0,0,0,0,0,0,0,1650,False,521,32,566,0,531
missing,43,0,172,0,0,1430,0,0,0,1649,False,280,470,281,348,270
throne,1644,0,0,0,1,0,0,0,0,1649,False,544,20,549,9,527
distinction,1648,0,0,0,0,0,0,0,0,1648,False,588,36,506,3,515
substantial,0,0,1640,0,0,0,0,0,0,1647,False,518,87,546,1,495
regularly,0,0,2,0,0,0,0,0,0,1646,False,453,268,450,5,470
banned,0,0,1,0,451,0,1193,0,0,1645,False,433,414,430,0,368
headed,0,0,39,0,372,0,1232,0,0,1643,False,480,273,458,27,405
1959,0,0,1,0,0,0,0,0,0,1643,True,503,103,494,0,543
depends,0,2,0,0,0,0,0,0,1639,1641,False,485,201,462,20,473
survive,11,0,6,1218,0,0,0,397,0,1641,False,359,488,401,4,389
pennsylvania,0,0,0,0,0,0,0,0,0,1638,False,388,488,342,26,394
rocket,1602,0,5,10,0,0,0,1,0,1637,False,442,268,429,69,429
studying,21,0,0,0,0,1616,0,0,0,1637,False,330,663,296,5,343
sick,43,0,1569,1,0,0,0,2,0,1637,False,132,754,139,492,120
elsewhere,1,0,1,0,0,0,0,0,0,1636,False,403,382,411,3,437
discussed,0,0,7,0,626,0,1002,0,0,1636,False,475,180,465,3,513
dream,1448,0,2,105,0,0,0,55,0,1634,False,326,529,305,190,284
bone,1619,0,0,1,0,0,0,0,0,1634,False,331,423,361,172,347
metropolitan,7,0,735,0,0,0,0,0,0,1633,False,516,82,515,1,519
massachusetts,0,0,0,0,0,0,0,0,0,1629,False,423,416,363,32,395
false,2,0,1624,1,0,0,0,0,0,1629,False,515,139,509,2,464
implemented,0,0,0,0,351,0,1278,0,0,1629,False,488,69,561,0,511
swimming,1146,0,1,0,0,422,0,0,0,1627,False,212,347,203,659,206
landing,1301,0,3,0,0,297,0,0,0,1627,False,469,244,435,29,450
themes,0,1618,0,0,0,0,0,0,0,1625,False,525,50,527,0,523
expert,1364,0,130,18,0,0,0,9,0,1625,False,212,949,221,5,238
demonstrated,0,0,5,0,849,0,769,0,0,1623,False,483,112,524,1,503
crimes,0,1616,0,0,0,0,0,0,0,1623,False,431,377,421,0,394
germans,0,366,1,0,0,0,0,0,0,1623,False,486,124,521,0,492
1956,0,0,0,0,0,0,0,0,0,1623,True,555,39,510,0,519
ibm,0,0,7,0,0,0,0,0,0,1621,False,554,19,537,0,511
mail,1504,0,0,66,0,0,0,6,0,1621,False,374,128,365,420,334
seeing,20,0,0,0,0,1599,0,0,0,1619,False,290,629,307,91,302
falls,0,167,0,0,0,0,0,0,1264,1619,False,428,184,431,179,397
immediate,0,0,1616,0,0,0,0,0,0,1618,False,467,212,457,0,482
wolf,678,0,24,4,0,0,0,4,0,1617,False,327,434,385,143,328
olympics,1,247,3,0,0,0,0,0,0,1616,False,383,493,364,2,374
apollo,630,0,1,10,0,0,0,0,0,1616,False,528,17,570,2,499
boats,0,1606,0,0,0,0,0,0,1,1613,False,410,322,407,91,383
spin,1222,0,1,335,0,0,0,43,0,1613,False,441,47,472,213,440
check,529,0,0,982,0,0,0,96,0,1612,False,246,405,235,472,254
essentially,0,0,0,0,0,0,0,0,0,1612,False,477,194,475,5,461
institution,1586,0,0,1,0,0,0,1,0,1608,False,474,153,500,1,480
cave,1361,0,0,44,0,0,0,9,0,1608,False,330,475,357,104,342
wealth,1597,0,0,1,0,0,0,0,0,1608,False,472,160,474,1,501
joe,27,0,0,0,0,0,0,1,0,1608,False,356,351,364,127,410
laid,0,0,1,0,714,0,890,0,0,1605,False,438,228,473,25,441
et,141,0,0,0,0,0,0,0,0,1605,False,519,11,539,2,534
underground,116,0,999,4,0,0,0,0,0,1605,False,457,240,435,11,462
legs,0,1602,0,0,0,0,0,0,0,1605,False,277,314,263,501,250
ordinary,2,0,1602,0,0,0,0,0,0,1604,False,458,235,459,4,448
lots,0,1601,0,0,0,0,0,0,3,1604,False,64,513,51,924,52
depression,1573,0,4,0,0,0,0,0,0,1603,False,492,171,485,0,455
senator,388,0,0,0,0,0,0,0,0,1602,False,369,560,329,1,343
tanks,0,1594,0,0,0,0,0,0,4,1602,False,435,205,445,13,504
experiences,0,1314,0,0,0,0,0,0,288,1602,False,445,280,418,0,459
philadelphia,1,0,1,0,0,0,0,0,0,1601,False,357,550,323,11,360
magic,701,0,497,1,0,0,0,0,0,1600,False,428,106,413,234,419
pointed,0,0,132,0,1101,0,367,0,0,1600,False,326,585,323,49,317
declaration,1307,0,0,0,0,0,0,0,0,1597,False,516,76,499,0,506
max,7,0,0,3,0,0,0,1,0,1596,False,355,114,305,495,327
stating,34,0,0,0,0,1562,0,0,0,1596,False,536,23,507,0,530
variations,0,1577,0,0,0,0,0,0,1,1592,False,546,24,509,0,513
sum,1498,0,0,41,2,0,0,13,0,1591,False,511,56,513,0,511
1947,0,0,0,0,0,0,0,0,0,1591,True,556,32,500,0,503
stood,0,0,0,0,1482,0,109,0,0,1591,False,354,472,341,76,348
mainland,1325,0,67,6,0,0,0,0,0,1587,False,480,141,482,2,482
missile,1522,0,18,1,0,0,0,2,0,1587,False,473,124,483,3,504
1958,0,0,0,0,0,0,0,0,0,1587,True,514,30,529,0,514
technologies,0,1515,0,0,0,0,0,0,2,1586,False,450,217,461,0,458
hypothesis,1530,0,0,0,0,0,0,0,0,1586,False,494,33,555,2,502
medal,1262,0,79,1,0,0,0,0,0,1585,False,435,310,401,0,439
ideal,483,0,1061,2,0,0,0,0,0,1583,False,448,135,482,8,510
revenue,1484,0,3,1,0,0,0,0,0,1583,False,461,216,437,0,469
collapse,1323,0,1,216,0,0,0,21,0,1583,False,497,151,453,5,477
parliamentary,1,0,1506,0,0,0,0,0,0,1583,False,531,23,491,0,538
trust,958,0,11,250,0,0,0,77,0,1582,False,364,447,368,12,391
gods,0,1570,0,0,0,0,0,0,7,1580,False,507,37,478,1,557
decide,7,0,0,1334,0,0,0,238,0,1580,False,231,761,239,104,245
seek,21,0,1,1185,0,0,0,370,0,1580,False,430,263,398,54,435
reactions,0,1579,0,0,0,0,0,0,0,1579,False,491,59,527,2,500
breaking,217,0,47,0,0,1315,0,0,0,1579,False,383,332,385,77,402
probability,1573,0,2,0,0,0,0,0,0,1578,False,493,61,501,1,522
apparent,0,0,1572,0,0,0,0,0,0,1577,False,476,81,503,0,517
z,636,1,63,6,0,0,0,1,0,1575,True,460,88,440,167,420
dinner,1568,0,0,0,0,0,0,0,0,1575,False,139,353,136,810,137
tells,0,10,0,0,0,0,0,0,1565,1575,False,355,404,349,114,353
knows,0,2,0,0,0,0,0,0,1572,1574,False,131,816,136,342,149
hungarian,75,0,1233,0,0,0,0,0,0,1574,False,467,42,496,27,542
tons,0,1574,0,0,0,0,0,0,0,1574,False,334,380,465,14,381
originated,3,0,3,1,1142,0,411,6,0,1574,False,525,54,510,0,485
invented,0,0,15,0,565,0,994,0,0,1574,False,504,139,456,6,469
fantasy,1438,0,0,6,0,0,0,0,0,1573,False,493,159,471,12,438
1946,0,0,0,0,0,0,0,0,0,1573,True,511,35,511,0,516
engineer,1218,0,0,60,0,0,0,10,0,1572,False,382,368,385,52,385
performances,0,1571,0,0,0,0,0,0,0,1572,False,516,73,500,0,483
organisms,0,1564,2,0,0,0,0,0,1,1572,False,471,123,488,0,490
outer,10,0,1470,0,0,0,0,0,0,1571,False,484,146,445,26,470
estate,1510,0,0,0,0,0,0,0,0,1571,False,460,212,468,1,430
boom,1503,0,1,37,0,0,0,8,0,1570,False,205,209,183,748,225
stages,0,1546,0,0,0,0,0,0,22,1569,False,488,109,502,1,469
seconds,0,1566,0,0,0,0,0,0,2,1569,False,390,380,384,49,366
detailed,0,0,1319,0,105,0,144,0,0,1568,False,464,225,427,0,452
philip,2,0,0,0,0,0,0,0,1,1566,False,502,56,518,13,477
feeling,834,0,2,0,0,730,0,0,0,1566,False,262,505,307,207,285
prayer,1561,0,1,0,0,0,0,0,0,1566,False,493,142,482,8,441
believes,0,2,0,0,0,0,0,0,1564,1566,False,268,742,261,7,288
kennedy,2,0,1,0,0,0,0,0,0,1565,False,382,371,400,5,407
thanks,0,1322,0,1,0,0,0,0,8,1565,False,216,361,237,512,239
bread,1538,0,0,0,0,0,0,1,0,1564,False,234,155,260,646,269
strategic,0,0,1463,0,0,0,0,0,0,1563,False,526,66,455,0,516
supplies,0,1410,0,0,0,0,0,0,152,1563,False,349,422,395,14,383
indicated,0,0,0,0,838,0,725,0,0,1563,False,513,100,477,0,473
metals,0,1560,0,0,0,0,0,0,0,1563,False,491,62,496,2,512
engaged,0,0,132,0,489,0,941,0,0,1562,False,477,149,450,5,481
remove,10,0,0,1476,0,0,0,76,0,1562,False,409,365,390,8,390
installed,0,0,8,0,295,0,1258,0,0,1562,False,449,240,435,0,438
conventional,0,0,1555,1,0,0,0,0,0,1562,False,476,70,519,0,497
diverse,0,0,1561,1,0,0,0,0,0,1562,False,467,148,479,0,468
recommended,0,0,9,0,663,0,889,0,0,1561,False,463,184,472,1,441
restaurants,0,1543,0,0,0,0,0,0,1,1561,False,259,740,264,8,290
journey,1419,0,24,11,0,0,0,2,0,1559,False,392,418,340,24,385
define,50,0,0,1126,0,0,0,351,0,1559,False,536,70,495,1,457
females,0,1524,0,0,0,0,0,0,20,1558,False,450,203,458,1,446
agencies,0,1553,0,0,0,0,0,0,1,1558,False,318,510,362,1,367
protest,1236,0,0,276,0,0,0,15,0,1558,False,316,624,321,2,295
gray,84,0,846,17,0,0,0,0,0,1557,False,274,634,283,88,278
albert,21,0,1,6,0,0,0,0,0,1557,False,503,80,477,11,486
migration,1528,0,0,2,0,0,0,0,0,1557,False,415,307,402,2,431
athletes,0,1539,0,0,0,0,0,0,12,1556,False,201,951,200,1,203
graduate,809,0,204,254,0,0,0,56,0,1556,False,359,441,363,5,388
brief,112,0,1429,9,0,0,0,0,0,1555,False,459,121,484,6,485
psychology,1532,0,0,0,0,0,0,0,0,1553,False,482,88,488,2,493
weapon,1524,0,2,1,0,0,0,0,0,1553,False,477,185,424,4,463
label,1145,0,8,89,0,0,0,21,0,1553,False,431,224,444,26,428
palestinian,17,0,1227,0,0,0,0,0,0,1553,False,420,292,404,0,437
reserve,762,0,2,61,0,0,0,16,0,1553,False,481,97,483,1,491
albums,0,1417,0,0,0,0,0,0,42,1552,False,510,61,474,1,506
treat,113,0,1,1136,0,0,0,297,0,1552,False,306,575,295,97,279
copper,1533,0,0,2,0,0,0,0,0,1551,False,492,81,492,7,479
jim,0,0,0,0,0,0,0,0,0,1550,False,368,433,341,68,340
accompanied,0,0,0,0,338,0,1211,0,0,1550,False,469,84,481,0,516
appropriate,5,0,1513,30,0,0,0,2,0,1550,False,445,200,432,12,461
contributions,0,1548,0,0,0,0,0,0,0,1549,False,489,111,457,0,492
mike,10,0,1,1,0,0,0,0,0,1546,False,334,397,323,165,327
thursday,6,0,0,0,0,0,0,0,0,1545,False,109,1095,117,103,121
arrival,1536,0,2,0,0,0,0,0,0,1545,False,492,107,480,2,464
entitled,0,0,15,0,68,0,1462,0,0,1545,False,514,27,488,0,516
preferred,0,0,448,0,531,0,563,0,0,1545,False,501,67,502,3,472
spectrum,1397,0,3,0,0,0,0,0,0,1545,False,440,96,468,0,541
occupation,1498,0,3,1,0,0,0,0,0,1542,False,521,64,456,0,501
categories,0,1542,0,0,0,0,0,0,0,1542,False,487,44,525,1,485
partner,1470,0,2,38,0,0,0,7,0,1541,False,399,274,423,10,435
romans,0,160,1,0,0,0,0,0,6,1541,False,499,5,529,1,507
threatened,0,0,38,0,750,0,753,0,0,1541,False,375,377,377,3,409
covers,0,341,0,0,0,0,0,0,1200,1541,False,414,210,409,58,450
facility,1505,0,1,0,0,0,0,0,0,1540,False,388,309,404,0,439
philosophical,1,0,1503,0,0,0,0,0,0,1539,False,490,12,485,0,552
celebrated,0,0,236,0,498,0,801,0,0,1539,False,481,171,433,4,450
finite,62,0,1328,10,0,0,0,1,0,1539,False,533,4,520,1,481
credited,0,0,14,0,191,0,1331,0,0,1538,False,539,43,479,0,477
victims,0,1538,0,0,0,0,0,0,0,1538,False,356,464,356,0,362
trains,0,1458,0,0,0,0,0,0,74,1538,False,312,278,338,261,349
1918,0,0,0,0,0,0,0,0,0,1538,True,485,22,513,0,518
tobacco,1461,0,7,1,0,0,0,0,0,1538,False,279,650,287,10,312
taiwan,0,0,1,0,0,0,0,0,0,1537,False,463,152,458,0,464
denmark,215,0,37,75,0,0,0,5,0,1537,False,501,46,486,0,504
losses,0,1537,0,0,0,0,0,0,0,1537,False,452,101,454,0,530
velocity,1535,0,0,0,0,0,0,0,0,1536,False,501,11,529,0,495
purple,294,1,1014,0,0,0,0,0,0,1536,False,184,104,217,826,205
andrew,1,0,2,2,0,0,0,0,0,1535,False,381,265,361,160,368
expedition,1362,0,0,0,0,0,0,0,0,1535,False,487,100,420,3,525
solutions,0,1515,0,0,0,0,0,0,1,1535,False,486,171,434,0,444
enforcement,1507,0,0,0,0,0,0,0,0,1534,False,307,615,299,0,313
duty,1510,0,18,0,0,0,0,0,0,1534,False,461,263,387,20,403
forests,0,1528,0,0,0,0,0,0,2,1531,False,431,194,456,6,444
civilian,50,1,1433,0,0,0,0,0,0,1531,False,452,114,484,0,481
stored,0,0,154,0,79,0,1296,0,0,1531,False,461,206,434,5,425
publicly,0,0,0,0,0,0,0,0,0,1528,False,443,215,419,0,451
molecular,10,0,1478,0,0,0,0,0,0,1528,False,477,45,493,0,513
approval,1525,0,0,0,0,0,0,0,0,1526,False,396,257,450,0,423
alpha,1422,0,5,2,0,0,0,0,0,1526,False,474,98,515,5,434
supports,0,134,0,0,0,0,0,0,1387,1526,False,374,423,369,1,359
francis,50,47,0,1,0,0,0,1,1,1525,False,451,205,419,16,434
finger,1420,0,0,5,0,0,0,1,0,1525,False,229,109,220,782,185
bronze,1456,0,1,5,0,0,0,0,0,1524,False,511,49,492,1,471
watching,32,0,0,0,0,1492,0,0,0,1524,False,141,720,126,396,141
thirty,0,0,0,0,0,0,0,0,0,1523,True,377,108,351,327,360
employment,1488,0,1,6,0,0,0,0,0,1523,False,425,198,440,0,460
obtain,2,0,0,1407,0,0,0,114,0,1523,False,447,101,486,1,488
papers,0,1515,0,0,0,0,0,0,2,1522,False,366,328,371,76,381
stuck,1,0,489,1,214,0,805,0,0,1522,False,62,304,91,977,88
artificial,12,0,1486,0,0,0,0,0,0,1521,False,412,221,451,1,436
currency,1496,0,2,0,0,0,0,0,0,1520,False,464,101,477,0,478
consumer,1483,0,5,0,0,0,0,0,0,1519,False,386,334,406,0,393
moves,0,744,0,0,0,0,0,0,772,1518,False,345,388,346,71,368
ill,1,0,795,0,0,0,0,0,0,1517,False,357,407,378,7,368
taste,1026,0,0,406,0,0,0,78,0,1516,False,222,344,242,494,214
routes,0,1477,0,0,0,0,0,0,28,1516,False,477,137,446,0,456
piano,1496,0,0,4,0,0,0,0,0,1515,False,363,233,362,173,384
guide,1014,0,0,384,0,0,0,39,0,1514,False,385,338,386,11,394
desire,1394,0,0,48,0,0,0,71,0,1514,False,429,183,440,0,462
stands,0,223,0,0,0,0,0,0,1291,1514,False,337,388,343,57,389
engineers,0,1482,0,0,0,0,0,0,7,1513,False,359,373,388,4,389
electoral,8,0,1407,0,0,0,0,0,0,1512,False,479,13,484,0,536
tall,1,0,1487,0,0,0,0,0,0,1512,False,209,438,236,403,226
doggie,1281,0,0,3,0,9,0,1,0,1512,False,0,1,0,1510,1
saudi,1,0,463,0,0,0,0,0,0,1511,False,412,340,394,0,365
diplomatic,0,0,1509,0,0,0,0,0,0,1511,False,462,100,461,0,488
scheme,1428,0,0,3,0,0,0,1,0,1511,False,494,56,498,0,463
corn,1464,0,3,4,0,1,0,0,0,1509,False,186,614,168,357,184
tone,1486,0,2,11,0,0,0,1,0,1509,False,456,100,493,9,451
server,1406,0,5,0,0,0,0,2,0,1507,False,483,23,516,0,485
elementary,6,0,1045,0,0,0,0,1,0,1507,False,272,635,325,0,275
painted,0,0,2,0,486,0,1018,0,0,1506,False,354,359,338,94,361
switzerland,18,0,1,1,0,0,0,0,0,1505,False,476,107,486,4,432
1920,0,0,0,0,0,0,0,0,0,1505,True,478,22,478,0,527
syrian,6,0,1336,0,0,0,0,0,0,1504,False,253,785,255,0,211
cape,920,0,14,45,0,0,0,1,0,1504,False,458,99,410,62,475
longest,1,0,0,1,0,0,0,0,0,1502,False,469,147,468,17,401
exposure,1495,0,3,1,0,0,0,0,0,1502,False,455,186,453,1,407
strip,870,0,1,72,0,0,0,7,0,1501,False,465,133,426,8,469
sees,0,53,0,0,0,0,0,0,1448,1501,False,280,517,294,137,273
secure,5,0,608,865,0,0,0,19,0,1500,False,404,168,442,3,483
somebody,1499,0,0,1,0,0,0,0,0,1500,False,67,325,41,1004,63
restrictions,0,1498,0,0,0,0,0,0,0,1499,False,418,295,395,0,391
hong,1,0,3,0,0,0,0,0,0,1498,False,426,294,377,0,401
sand,1400,0,0,12,0,0,0,2,0,1497,False,251,356,271,356,263
1943,0,0,0,0,0,0,0,0,0,1497,True,500,31,473,0,493
prisoners,0,1494,0,0,0,0,0,0,1,1496,False,419,249,430,0,398
exposed,0,0,35,0,159,0,1302,0,0,1496,False,393,306,409,4,384
programme,1339,0,2,2,0,0,0,0,0,1495,False,522,4,463,0,506
distinguished,1,0,405,0,243,0,818,0,0,1495,False,468,45,502,1,479
annually,0,0,0,0,0,0,0,0,0,1495,False,456,191,429,0,419
150,0,0,0,0,0,0,0,0,0,1495,True,355,415,363,0,362
spacecraft,1445,0,4,4,0,0,0,2,0,1494,False,407,267,402,1,417
virus,1442,0,8,0,0,0,0,0,0,1493,False,285,681,277,4,246
herself,0,0,0,0,0,0,0,0,0,1493,True,347,395,300,136,315
anglo,142,0,1035,0,0,0,0,0,0,1492,False,482,5,502,0,503
virtual,0,0,1473,0,0,0,0,0,0,1492,False,402,316,407,0,367
referring,2,0,0,0,0,1490,0,0,0,1492,False,418,220,410,6,438
plain,359,0,850,3,0,0,0,2,0,1492,False,410,170,403,98,411
ministers,0,1291,0,0,0,0,0,0,0,1492,False,486,31,511,0,464
thinks,0,0,0,0,0,0,0,0,1491,1491,False,73,1086,83,171,78
cooperation,1305,0,8,0,0,0,0,0,0,1491,False,440,159,445,6,441
nominated,0,0,10,0,201,0,1276,0,0,1491,False,474,71,471,0,475
influences,0,1336,0,0,0,0,0,0,149,1491,False,473,44,496,0,478
consisted,0,0,1,0,1329,0,160,0,0,1490,False,496,20,492,0,482
lasted,0,0,2,0,1374,0,114,0,0,1490,False,425,202,462,1,400
shirt,1451,0,0,3,0,0,0,1,0,1489,False,91,195,89,1019,95
dispute,1365,0,2,56,0,0,0,60,0,1489,False,475,125,450,0,439
sections,0,1485,0,0,0,0,0,0,4,1489,False,449,100,456,1,483
bomb,1410,0,0,58,0,0,0,6,0,1489,False,374,297,383,5,430
conversion,1448,0,1,0,0,0,0,0,0,1489,False,497,18,475,0,499
diet,1235,0,1,3,0,0,0,5,0,1488,False,364,302,423,25,374
whoops,0,1264,0,0,0,0,0,0,126,1488,False,0,0,1,1486,1
presidency,1407,0,4,0,0,0,0,0,0,1488,False,436,168,444,0,440
suffering,600,0,0,0,0,884,0,0,0,1487,False,354,339,413,3,378
stick,686,0,17,574,0,0,0,123,0,1487,False,185,260,169,696,177
sentence,1447,0,2,30,0,0,0,1,0,1487,False,375,265,423,47,377
handle,391,0,1,958,0,0,0,129,0,1486,False,293,457,303,158,275
drinking,694,0,0,0,0,789,0,0,0,1486,False,282,334,249,347,274
comparison,1476,0,2,0,0,0,0,0,0,1485,False,437,162,442,1,443
surviving,171,0,1,0,0,1310,0,0,0,1482,False,428,131,458,1,464
waiting,206,0,0,0,0,1276,0,0,0,1482,False,213,558,211,323,177
crops,0,1470,0,0,0,0,0,0,5,1482,False,302,600,280,5,295
tissue,1462,0,1,2,0,0,0,0,0,1482,False,356,171,352,224,379
exports,0,1441,0,0,0,0,0,0,32,1481,False,472,107,438,0,464
draft,1320,0,4,126,0,0,0,6,0,1481,False,434,192,422,1,432
furthermore,1,0,1,0,0,0,0,0,0,1481,False,489,38,471,1,482
downtown,1422,0,4,6,0,0,0,2,0,1480,False,357,456,315,20,332
exact,1,0,1452,18,0,0,0,1,0,1480,False,422,163,449,15,431
1953,0,0,0,0,0,0,0,0,0,1479,True,479,55,487,0,458
neck,1474,0,0,1,0,0,0,0,0,1479,False,278,216,300,429,256
purchase,748,0,0,630,0,0,0,35,0,1478,False,449,173,432,0,424
pink,208,0,1242,1,0,0,0,1,0,1478,False,141,158,173,845,161
dialects,0,1383,0,0,0,0,0,0,81,1478,False,472,3,526,0,477
everybody,1477,0,0,0,0,0,0,0,0,1477,False,59,564,95,683,76
steve,3,0,0,0,0,0,0,0,0,1477,False,362,303,366,87,359
elephant,1411,0,18,1,0,0,0,0,0,1476,False,134,273,112,819,138
chocolate,1352,0,0,32,0,0,0,6,0,1475,False,143,253,174,772,133
muhammad,26,5,0,1,0,0,0,0,0,1473,False,446,138,423,0,466
purchased,1,0,0,0,698,0,772,0,0,1473,False,441,155,432,0,445
65,0,0,0,0,0,0,0,0,0,1472,True,398,309,378,0,387
therapy,1401,0,0,0,0,0,0,0,0,1472,False,462,146,445,4,415
1957,0,0,0,0,0,0,0,0,0,1471,True,470,33,474,0,494
crash,1266,0,48,115,0,0,0,19,0,1471,False,242,368,299,304,258
notion,1467,0,0,0,0,0,0,0,0,1471,False,448,131,437,1,454
1955,0,0,0,0,0,0,0,0,0,1470,True,486,66,450,0,468
damaged,0,0,131,0,241,0,1097,0,0,1469,False,385,355,370,1,358
abe,29,2,0,1,0,0,0,0,0,1468,False,25,51,28,1339,25
isolated,0,0,627,0,107,0,732,0,0,1466,False,423,216,415,0,412
grounds,0,1448,0,0,0,0,0,0,4,1466,False,442,180,396,8,440
tube,1409,0,1,0,0,0,0,1,0,1465,False,406,104,460,46,449
ranging,28,0,0,0,0,1436,0,0,0,1465,False,420,142,437,0,466
caribbean,83,0,426,0,0,0,0,0,0,1465,False,410,205,404,3,443
beat,424,0,4,341,519,0,90,42,0,1463,False,343,316,339,107,358
arguments,0,1459,0,0,0,0,0,0,3,1462,False,435,161,418,2,446
narrow,3,0,1408,44,0,0,0,2,0,1462,False,407,178,397,44,436
lists,0,990,0,0,0,0,0,0,453,1461,False,432,157,434,3,435
sweet,1,0,1361,0,0,0,0,0,0,1461,False,244,295,234,456,232
phenomenon,1455,0,0,1,0,0,0,1,0,1460,False,468,146,441,0,405
pages,0,1449,0,0,0,0,0,0,7,1459,False,365,179,344,190,381
stress,1321,0,2,74,0,0,0,52,0,1459,False,430,215,407,9,398
listen,16,0,0,1291,0,0,3,131,0,1458,False,85,289,90,919,75
efficient,0,0,1457,0,0,0,0,0,0,1458,False,439,160,421,1,437
latest,0,0,0,0,0,0,0,0,0,1457,False,239,746,207,7,258
retained,0,0,22,0,928,0,507,0,0,1457,False,460,9,496,0,492
column,1445,0,5,0,0,1,0,0,0,1457,False,401,298,369,2,387
aimed,0,0,0,0,217,0,1238,0,0,1455,False,392,316,402,1,344
apparently,0,0,0,0,0,0,0,0,0,1455,False,402,190,407,30,426
fighters,0,1455,0,0,0,0,0,0,0,1455,False,301,592,273,14,275
worse,0,0,0,0,0,0,0,0,0,1454,False,174,895,174,60,151
responded,0,0,1,0,1279,0,173,0,0,1453,False,403,260,418,2,370
row,1371,0,1,40,0,0,0,24,0,1453,False,381,170,360,162,380
documentary,985,0,376,0,0,0,0,0,0,1452,False,430,151,441,0,430
corruption,1369,0,79,0,0,0,0,0,0,1452,False,442,184,408,0,418
theoretical,0,0,1446,0,0,0,0,0,0,1451,False,460,35,460,0,496
pushed,0,0,0,0,835,0,615,0,0,1450,False,290,495,267,123,275
diego,1,0,0,0,0,0,0,0,0,1450,False,351,434,347,21,297
operates,0,28,0,0,0,0,0,0,1418,1449,False,427,142,439,0,441
phrase,1409,0,0,9,0,0,0,0,0,1447,False,486,55,438,7,461
substance,1439,0,0,4,0,0,0,2,0,1446,False,450,151,429,1,415
powered,0,0,164,0,93,0,1189,0,0,1446,False,438,157,416,3,432
eve,430,0,1,16,0,0,0,0,0,1446,False,235,54,220,712,225
germanic,49,0,1140,0,0,0,0,0,0,1445,False,461,1,490,0,493
economics,126,1092,0,0,0,0,0,0,0,1445,False,438,155,441,0,411
findings,0,1445,0,0,0,0,0,0,0,1445,False,281,629,278,0,257
ruler,1409,0,2,0,0,0,0,1,0,1444,False,430,67,453,33,461
insurance,1329,0,0,0,0,0,0,0,0,1444,False,326,471,305,5,337
kiss,855,0,1,343,0,0,0,35,0,1444,False,97,30,87,1167,63
frequent,0,0,1421,11,0,0,0,12,0,1444,False,453,139,397,1,454
